DATE,Italy,US,UK,France,Denmark,Germany,Switzerland,Finland
1/1/1970,100,100,100,100,100,100,100,100
2/1/1970,100.81448,100.5277,100.51661,100.30644,100.71276,100.22272,100,100.26478
3/1/1970,101.17647,101.05541,101.10701,100.61287,101.28297,100.66815,100.18162,100.52957
4/1/1970,101.62896,101.58311,102.65683,101.1236,101.56807,101.11359,100.08949,100.79435
5/1/1970,102.08145,101.84697,102.95203,101.53218,102.49465,101.11359,101.08447,100.79435
6/1/1970,102.26244,102.37467,103.24723,101.94076,102.56593,101.3363,101.53721,101.1474
7/1/1970,102.44344,102.63852,103.98524,102.14505,104.63293,101.3363,101.80832,101.32392
8/1/1970,102.62443,102.90237,103.91144,102.55363,104.84676,101.3363,102.16893,101.5887
9/1/1970,103.25792,103.43008,104.42804,102.96221,105.77334,101.3363,102.8033,101.67696
10/1/1970,103.71041,103.95778,105.53506,103.37079,106.05845,101.78174,103.34553,101.85349
11/1/1970,104.52489,104.48549,106.27306,103.77937,106.7712,102.22717,104.70111,102.11827
12/1/1970,104.88688,105.01319,107.01107,104.0858,106.69993,102.89532,105.15385,102.29479
1/1/1971,105.21716,105.27704,108.48708,104.69867,106.69993,104.00891,105.78821,103.53045
2/1/1971,105.62696,105.27704,109.07749,105.2094,106.69993,104.89978,106.24095,104.3248
3/1/1971,106.03676,105.5409,109.9631,105.61798,106.7712,105.34521,106.87268,104.85437
4/1/1971,106.34412,105.80475,112.32472,106.23085,107.84034,106.01336,106.96218,105.56046
5/1/1971,106.95882,106.33245,113.06273,106.94586,109.55096,106.23608,108.13614,105.9135
6/1/1971,107.06127,106.86016,113.87454,107.35444,109.90734,106.68151,108.22563,107.94351
7/1/1971,107.36863,107.12401,114.53875,107.86517,110.04989,107.12695,108.681,108.47308
8/1/1971,107.57353,107.38786,114.61255,108.27375,110.47755,107.12695,108.85999,109.44395
9/1/1971,108.29069,107.65172,114.76015,108.78447,111.26158,107.34967,109.67334,110.32657
10/1/1971,108.80294,107.91557,115.42435,109.39734,111.76051,107.7951,110.12608,110.50309
11/1/1971,109.3152,108.17942,116.08856,109.80592,112.54455,108.01782,111.57379,110.9444
12/1/1971,109.725,108.44327,116.67897,110.31665,112.82965,108.46325,112.11603,111.20918
1/1/1972,110.1348,108.70712,117.34317,110.62308,112.9722,109.79955,112.83725,110.15004
2/1/1972,110.74951,109.23483,117.93358,111.23596,113.47113,110.24499,113.38212,111.06988
3/1/1972,111.05686,109.23483,118.30258,111.74668,114.25517,110.91314,113.6506,111.75975
4/1/1972,111.26176,109.49868,119.40959,112.15526,115.0392,111.35857,113.74273,113.59942
5/1/1972,112.28627,109.76253,120,112.76813,116.17962,111.35857,114.91932,114.40427
6/1/1972,112.90098,110.02639,120.81181,113.381,116.96365,111.80401,115.55368,114.86419
7/1/1972,113.31078,110.29024,121.18081,114.30031,117.17748,112.69488,115.64318,115.899
8/1/1972,114.02794,110.55409,122.14022,114.91318,117.60513,112.69488,116.09329,116.24394
9/1/1972,115.1549,111.08179,122.80443,115.62819,118.53172,113.80846,117.08826,116.93382
10/1/1972,116.38431,111.34565,124.50185,116.64964,119.38703,114.2539,118.17273,117.39373
11/1/1972,117.30637,111.87335,124.94465,117.36466,120.38489,114.92205,119.1677,118.31357
12/1/1972,117.81863,112.1372,125.60886,117.97753,120.81254,115.36748,119.80206,118.54352
1/1/1973,119.04804,112.66491,126.42066,117.97753,121.02637,116.70379,121.15764,119.69332
2/1/1973,120.3799,113.45646,127.23247,118.28396,122.30934,117.37194,121.97099,120.49817
3/1/1973,121.71176,114.51187,127.97048,118.89683,123.0221,118.26281,122.96333,121.18804
4/1/1973,122.94118,115.30343,130.4059,119.71399,124.66144,118.93096,123.23708,122.68277
5/1/1973,124.78529,115.83113,131.36531,120.83759,126.22951,119.82183,124.13993,124.52244
6/1/1973,125.91225,116.62269,132.02952,121.75689,127.22737,120.48998,125.04277,125.78721
7/1/1973,126.62941,116.62269,132.61993,122.77835,128.08268,120.93541,125.22703,129.00663
8/1/1973,127.44902,118.73351,132.98893,123.59551,128.86671,120.93541,125.67977,130.84629
9/1/1973,128.16618,119.26121,134.16974,124.7191,130.22096,120.93541,126.7616,131.88111
10/1/1973,129.19069,120.31662,136.82657,126.04699,131.71775,121.82628,129.38327,132.68596
11/1/1973,130.72745,121.10818,137.85978,127.17058,133.9273,123.3853,132.09708,133.49082
12/1/1973,132.57157,122.16359,138.89299,127.98774,135.9943,124.49889,134.08702,135.2155
1/1/1974,134.72304,123.48285,141.54982,130.13279,138.41768,125.38976,135.17149,136.25032
2/1/1974,137.59167,124.80211,143.95616,131.86925,138.84533,126.50334,134.17915,140.15961
3/1/1974,141.17745,126.12137,145.23011,133.40143,140.05702,126.72606,134.80824,141.42438
4/1/1974,142.91912,126.91293,150.18435,135.54648,142.40912,127.61693,133.99489,144.98873
5/1/1974,144.96814,128.23219,152.3076,137.1808,144.2623,128.28508,136.34808,146.48346
6/1/1974,147.01716,129.2876,153.86465,138.71297,146.75695,128.73051,137.07194,146.94338
7/1/1974,149.98824,130.07916,155.28015,140.44944,148.53885,129.17595,137.52468,149.93284
8/1/1974,153.26667,131.66227,155.4217,141.57303,149.39416,129.39866,138.88026,152.11744
9/1/1974,157.67206,133.50923,157.1203,143.10521,151.88881,129.62138,141.13869,155.33686
10/1/1974,160.64314,134.56464,160.23439,144.84168,153.88453,130.51225,142.04417,156.71661
11/1/1974,163.71667,135.88391,163.06539,146.16956,156.02281,131.40312,144.03148,157.75142
12/1/1974,165.04853,136.93931,165.47173,147.3953,157.02067,131.62584,144.2131,158.09636
1/1/1975,167.2,137.99472,169.71823,149.02962,157.16322,132.96214,145.02645,162.46557
2/1/1975,169.65882,138.78628,172.54923,150.15322,157.59088,133.63029,145.47919,164.88013
3/1/1975,169.86373,139.31398,175.94642,151.37896,158.80257,134.29844,146.02406,167.63963
4/1/1975,172.11765,139.84169,182.74081,152.70684,159.3015,135.41203,146.38467,171.20398
5/1/1975,173.55196,140.10554,190.3845,153.83044,161.43977,136.08018,147.46914,172.92867
6/1/1975,174.88382,141.16095,194.0648,154.95403,162.36636,137.19376,148.01137,173.50357
7/1/1975,175.60098,142.48021,196.04649,156.07763,163.22167,137.19376,147.74025,176.26307
8/1/1975,176.72794,143.00792,197.17889,157.09908,163.7206,136.97105,148.19299,178.44767
9/1/1975,178.16225,144.06332,198.87749,158.42697,165.21739,137.6392,148.73259,180.97721
10/1/1975,180.10882,144.85488,201.70849,159.65271,161.01212,137.86192,148.91685,183.73671
11/1/1975,182.15784,145.91029,204.11483,160.67416,163.64932,138.30735,149.36696,185.57638
12/1/1975,183.59216,146.70185,206.66273,161.59346,163.79187,138.75278,149.18533,186.72617
1/1/1976,185.53873,147.22955,209.35218,163.32993,164.71846,139.86637,150.00132,190.52048
2/1/1976,189.63676,147.4934,212.04162,164.45352,165.85887,140.75724,149.90919,192.93505
3/1/1976,193.42745,147.75726,213.17402,165.88355,173.05773,141.20267,149.63807,195.00467
4/1/1976,198.55,148.02111,217.27897,167.31359,173.55666,141.87082,149.63807,196.38442
5/1/1976,202.54559,148.81266,219.68531,168.43718,175.33856,142.09354,149.36696,196.95932
6/1/1976,203.46765,149.60422,220.81771,169.1522,174.91091,142.31626,149.63807,197.41923
7/1/1976,204.49216,150.39578,221.24236,170.78652,175.05346,142.09354,149.90919,201.21355
8/1/1976,206.74608,151.18734,224.35646,172.01226,176.26515,142.53898,150.45142,203.85807
9/1/1976,210.22941,151.97889,227.329,173.85087,180.61297,142.76169,150.09081,205.46778
10/1/1976,216.27402,152.77045,231.43395,175.48519,182.6087,142.98441,150.45142,207.65238
11/1/1976,220.98676,153.29815,234.68959,176.91522,184.67569,143.42984,150.72254,209.03213
12/1/1976,221.23137,154.08971,237.80369,177.52809,185.17463,143.87528,151.08578,209.722
1/1/1977,224.09654,154.88127,244.03188,178.03882,185.17142,145.4343,151.35427,212.71146
2/1/1977,228.39428,156.46438,246.43823,179.26456,185.33286,146.10245,151.44903,214.72875
3/1/1977,231.25944,157.25594,248.84458,180.89888,188.07733,146.32517,151.17528,217.6426
4/1/1977,234.1246,158.31135,255.21432,183.24821,190.01461,146.99332,151.35427,219.2116
5/1/1977,236.98976,158.83905,257.19601,184.98468,192.75909,147.43875,151.26477,222.12546
6/1/1977,238.627,159.63061,259.88546,186.41471,193.72773,148.1069,152.25975,223.9186
7/1/1977,240.05958,160.42216,260.16856,188.04903,195.01924,147.88419,152.35187,225.4876
8/1/1977,242.31078,161.21372,261.44251,189.07048,196.79508,147.88419,152.35187,229.07388
9/1/1977,245.38059,161.74142,262.85801,190.7048,198.8938,148.1069,152.44137,229.97045
10/1/1977,248.65506,162.53298,263.99041,192.23698,201.3154,148.1069,152.7467,231.09117
11/1/1977,251.11091,163.58839,265.26435,192.95199,207.61155,148.32962,152.59404,231.53945
12/1/1977,252.33884,164.37995,266.67985,193.46272,207.77299,148.77506,152.89937,232.43602
1/1/1978,254.38538,165.43536,268.2369,194.38202,208.58019,149.88864,152.89937,233.10845
2/1/1978,257.04589,166.22691,269.79395,195.81205,209.54882,150.33408,153.04941,236.02231
3/1/1978,260.32036,167.28232,271.49255,197.54852,211.00178,150.77951,153.20207,236.69474
4/1/1978,262.77621,168.60158,275.45594,199.69356,211.80898,151.44766,153.50741,238.03959
5/1/1978,265.23206,170.1847,277.01299,201.63432,213.58482,151.67038,153.66008,241.62588
6/1/1978,267.48326,171.50396,279.13624,203.1665,214.06914,152.11581,153.96541,241.62588
7/1/1978,269.1205,172.82322,280.41018,205.61798,214.55346,151.8931,153.96541,242.29831
8/1/1978,270.55308,173.87863,282.25033,206.84372,215.5221,151.67038,154.11808,243.41902
9/1/1978,274.85082,175.46174,283.38273,208.1716,216.97505,151.44766,153.66008,244.98802
10/1/1978,277.30667,177.04485,284.65668,210.11236,221.01105,151.67038,153.35737,246.55702
11/1/1978,280.17183,178.10026,286.63838,211.23596,222.46401,152.11581,153.66008,247.90187
12/1/1978,281.60441,179.15567,289.04472,212.25741,222.62545,152.56125,153.96541,247.45359
1/1/1979,286.31146,180.73879,293.29122,214.19816,222.62545,154.12027,154.57608,249.47087
2/1/1979,290.60921,182.58575,295.69756,215.62819,223.91696,154.5657,156.2528,252.38473
3/1/1979,294.49764,184.43272,298.10391,217.56895,225.85424,155.45657,157.0135,254.17787
4/1/1979,298.18142,186.27968,303.1997,219.71399,226.66144,156.12472,157.47151,256.4193
5/1/1979,301.45589,188.3905,305.60605,222.06333,230.37455,156.57016,158.08218,257.31587
6/1/1979,303.91174,190.50132,310.84339,223.90194,232.47327,157.46102,160.21426,259.10901
7/1/1979,306.57225,192.61214,324.29063,226.86415,237.80078,158.35189,160.67226,260.45387
8/1/1979,310.25603,194.4591,326.83852,229.21348,241.99822,158.57461,160.36693,261.57458
9/1/1979,318.23755,196.30607,330.09417,231.15424,244.74269,159.24276,161.13027,263.81601
10/1/1979,324.17252,198.41689,333.49137,233.91216,246.03421,159.46548,160.9776,265.38501
11/1/1979,328.67492,200.5277,336.46391,235.44433,248.45581,160.35635,161.58827,267.40229
12/1/1979,334.6099,202.90237,338.87026,237.28294,248.94013,160.80178,161.89097,268.74715
1/1/1980,345.25192,205.80475,347.2217,241.87947,251.03885,161.69265,162.34898,271.88515
2/1/1980,351.1869,208.44327,352.17594,244.44719,253.62188,163.6971,162.65431,275.91972
3/1/1980,354.87068,211.34565,356.98863,247.27169,257.17356,164.36526,163.11232,278.60943
4/1/1980,360.601,213.45646,369.16192,250.35295,259.11083,165.25612,163.87565,283.98886
5/1/1980,364.28478,215.56728,372.55911,252.40713,262.66251,166.14699,164.9417,287.12685
6/1/1980,367.55925,217.6781,376.09786,254.20454,263.30827,166.59243,165.3997,288.24757
7/1/1980,374.10819,217.94195,379.21196,257.79935,268.15146,166.81514,166.01037,290.04071
8/1/1980,378.61059,219.52507,380.06125,260.36707,269.1201,167.03786,167.07641,293.85114
9/1/1980,386.1828,221.37203,382.4676,262.67802,270.57306,167.03786,167.22908,297.88571
10/1/1980,392.73174,223.48285,384.87395,265.50252,272.3489,167.26058,166.92375,300.79956
11/1/1980,400.91791,225.85752,387.98804,267.29992,274.93193,168.37416,168.44779,303.48927
12/1/1980,400.03058,227.96834,390.11129,269.86765,276.06201,169.71047,169.05583,305.7307
1/1/1981,407.50081,230.07916,392.51764,272.94891,277.90388,171.26949,170.73517,308.42041
2/1/1981,415.34454,232.18997,396.05638,275.51663,280.81803,172.60579,172.41189,310.03349
3/1/1981,421.32073,233.77309,402.00148,278.08436,286.3814,173.94209,173.47793,313.25965
4/1/1981,426.92339,235.09235,413.60856,281.93594,289.56047,174.83296,173.17523,316.16319
5/1/1981,433.6466,236.67546,416.29801,284.50366,294.32908,175.72383,174.69927,319.71196
6/1/1981,438.50224,238.78628,418.70435,287.32816,297.24323,176.39198,175.91798,323.58334
7/1/1981,441.11682,241.4248,420.5445,292.20683,299.36261,177.50557,176.83135,324.55119
8/1/1981,445.22545,243.27177,423.6586,295.80164,300.4223,177.951,179.57674,325.51904
9/1/1981,451.57514,245.64644,426.06494,299.13968,303.07153,178.84187,179.72941,329.06781
10/1/1981,459.41888,246.43799,429.88679,302.99127,304.66107,179.73274,179.11874,333.26181
11/1/1981,467.63612,247.4934,434.41638,305.55899,308.36998,180.62361,180.18478,333.26181
12/1/1981,472.49177,248.28496,437.10583,307.3564,309.95952,181.06904,180.18478,333.90704
1/1/1982,479.21497,249.07652,439.65373,310.69443,312.0789,182.62806,181.10079,340.03673
2/1/1982,486.31169,249.86807,439.79528,313.7757,313.93336,182.85078,181.40612,341.64981
3/1/1982,490.42031,249.86807,443.61712,317.62729,316.58259,182.85078,181.70883,346.16643
4/1/1982,494.52894,250.65963,452.53476,321.2221,318.43704,183.51893,182.7775,348.10212
5/1/1982,500.13161,253.0343,455.79041,323.78982,322.14596,184.85523,185.06488,354.87705
6/1/1982,505.36076,255.93668,457.06435,326.10077,324.53027,186.85969,186.7416,356.16751
7/1/1982,511.71046,257.25594,457.2059,327.12786,327.17949,187.08241,187.5023,359.07105
8/1/1982,521.04824,257.78364,457.34745,328.15495,329.29887,186.85969,188.87368,357.45797
9/1/1982,528.89197,257.78364,457.06435,329.43881,333.00779,187.52784,189.63702,356.81274
10/1/1982,537.85625,258.83905,459.32915,331.23622,336.98163,188.41871,190.09502,358.42582
11/1/1982,545.32647,258.5752,461.59395,334.31748,339.63086,188.86414,190.70569,359.39366
12/1/1982,550.18212,257.78364,460.74465,337.14198,337.7764,189.30958,190.09423,363.58766
1/1/1983,556.90532,258.31135,461.31085,340.48002,340.69055,190.20045,189.81027,367.45905
2/1/1983,564.37555,258.5752,463.29255,342.79097,341.48532,190.20045,190.0726,369.07213
3/1/1983,569.6047,258.83905,464.14185,346.12901,340.69055,190.20045,190.43529,372.29828
4/1/1983,575.58088,260.68602,470.65314,350.49413,343.07485,190.64588,191.03056,375.20182
5/1/1983,580.43653,261.74142,472.63483,352.80509,346.78377,191.09131,191.19433,381.33152
6/1/1983,583.79813,262.26913,473.76723,354.85926,347.57854,191.75947,191.98432,385.52552
7/1/1983,588.65378,263.32454,476.31513,357.94053,347.84346,192.42762,191.61021,387.1386
8/1/1983,591.64187,264.11609,478.43838,359.99471,349.433,193.09577,192.12616,387.46121
9/1/1983,599.48561,264.90765,480.56162,362.8192,352.87699,193.5412,192.36475,390.36475
10/1/1983,608.44988,265.96306,482.26022,365.6437,354.99637,193.5412,192.8254,391.3326
11/1/1983,615.17308,266.75462,483.95882,367.18433,358.17544,193.98664,194.0472,394.88137
12/1/1983,617.78766,267.54617,485.23277,368.46819,358.17544,194.43207,194.15538,394.55875
1/1/1984,625.25789,269.39314,484.94967,371.03592,359.23513,195.10022,194.85282,397.78491
2/1/1984,632.72811,270.7124,486.93137,373.34687,363.20897,195.76837,195.55627,399.39798
3/1/1984,637.21025,271.50396,488.48841,375.91459,364.53359,195.99109,196.82795,402.30152
4/1/1984,642.06589,272.55937,494.9997,378.22554,365.59328,196.21381,197.11762,405.20506
5/1/1984,646.17452,273.08707,496.83985,380.27972,369.3022,196.43653,196.70805,409.39906
6/1/1984,649.90963,273.61478,498.1138,382.07712,371.42158,197.10468,197.34119,410.36691
7/1/1984,651.40367,274.67018,497.5476,384.64485,370.62681,196.88196,196.99202,411.97999
8/1/1984,654.76528,275.46174,502.21875,386.69902,372.21635,196.43653,197.69096,413.59307
9/1/1984,659.99443,276.2533,503.20959,388.49643,374.86557,196.65924,197.57046,416.17399
10/1/1984,666.34413,277.30871,506.32369,391.06415,376.45511,197.77283,198.81991,418.10968
11/1/1984,671.57328,277.83641,507.88074,392.34801,379.10433,197.99555,199.8578,418.4323
12/1/1984,675.68191,278.36412,507.45609,393.11833,378.30957,198.21826,199.7935,418.75491
1/1/1985,683.13091,278.89182,509.29624,395.17251,380.16403,199.33185,201.74669,423.27153
2/1/1985,691.66116,280.47493,513.20531,397.22669,382.54833,200.22272,203.39248,424.56594
3/1/1985,697.34799,281.7942,518.23126,400.05118,385.46248,200.89087,204.52384,428.44916
4/1/1985,702.32397,282.3219,529.40003,402.87568,386.78709,201.11359,204.27443,431.03798
5/1/1985,707.29995,282.8496,531.63379,404.92985,389.43632,201.11359,204.1326,431.90092
6/1/1985,711.56507,283.64116,532.75067,406.47049,389.43632,201.11359,204.03193,432.76386
7/1/1985,712.98678,284.16887,531.63379,408.01112,387.84678,201.11359,203.59622,432.33239
8/1/1985,714.40849,284.69657,533.30911,408.52467,387.31694,200.44543,203.55235,432.76386
9/1/1985,718.67362,285.22427,532.75067,409.03821,389.43632,200.66815,204.18007,434.48974
10/1/1985,725.78216,286.27968,533.86755,410.32207,390.49601,200.89087,204.6882,434.92121
11/1/1985,731.46899,287.59894,535.54286,411.09239,392.08555,201.11359,206.13567,434.92121
12/1/1985,735.73412,288.91821,536.1013,411.60593,391.82062,201.3363,206.26308,435.78415
1/1/1986,739.28839,289.97361,537.21818,411.8627,390.76093,202.00445,206.17534,438.80443
2/1/1986,742.13181,289.44591,539.45193,410.83562,390.49601,201.78174,206.12455,440.53031
3/1/1986,745.68608,287.8628,540.01037,411.8627,392.08555,201.11359,206.37877,440.53031
4/1/1986,747.10779,286.80739,545.59476,413.40334,402.15261,201.11359,206.26578,442.25619
5/1/1986,750.66206,287.59894,546.1532,414.43043,405.06676,201.11359,205.63716,441.39325
6/1/1986,752.08377,288.65435,546.1532,415.71429,404.53691,201.11359,205.59599,443.98206
7/1/1986,752.08377,288.91821,544.47788,416.22783,401.88768,200.44543,204.6248,443.98206
8/1/1986,754.21633,289.18206,546.1532,416.74138,404.00707,199.77728,205.01935,445.27647
9/1/1986,756.34889,290.23747,548.94539,418.28201,407.18614,200,205.37603,447.43382
10/1/1986,759.90316,290.76517,550.06227,419.3091,407.98091,199.33185,205.42621,448.29676
11/1/1986,763.45743,291.29288,554.52978,419.82264,409.0406,199.10913,205.93434,447.86529
12/1/1986,766.30085,292.34828,556.2051,420.33619,408.77567,199.33185,206.34572,448.72823
1/1/1987,770.56598,293.9314,558.43886,424.18777,409.57044,200.44543,207.53957,454.33733
2/1/1987,774.8311,294.98681,560.67261,424.95809,409.30552,200.66815,208.14866,456.06321
3/1/1987,776.96366,296.04222,561.78949,425.47163,413.01444,200.66815,208.43954,458.65203
4/1/1987,779.80708,297.36148,568.49075,427.78259,414.60397,201.11359,208.69977,460.80937
5/1/1987,783.36135,298.15303,569.04919,428.5529,418.57781,201.11359,207.54347,461.24084
6/1/1987,786.20477,299.4723,569.04919,429.32322,418.31289,201.3363,208.20606,462.96672
7/1/1987,787.62648,300.26385,568.49075,430.35031,418.31289,201.3363,208.25955,462.53525
8/1/1987,790.46989,301.58311,570.16607,431.3774,419.6375,201.11359,209.06937,463.82966
9/1/1987,795.44587,302.63852,571.84139,431.63417,422.02181,200.89087,208.57236,466.41848
10/1/1987,801.84356,303.43008,574.63358,432.66126,423.87627,201.11359,209.49216,467.28141
11/1/1987,804.68698,304.48549,577.42578,433.1748,425.20088,201.11359,210.25421,466.41848
12/1/1987,806.10869,305.01319,576.86734,433.43157,425.4658,201.3363,210.23948,467.71288
1/1/1988,810.37381,306.0686,576.86734,434.20189,427.32026,202.22717,210.77616,473.32199
2/1/1988,813.92808,306.59631,578.09733,434.97221,430.76425,202.67261,211.80595,474.6164
3/1/1988,817.48235,307.38786,580.55732,436.25607,432.35379,202.67261,212.29635,477.20521
4/1/1988,819.61492,309.23483,587.93729,438.31025,433.94333,203.11804,212.70171,480.65697
5/1/1988,822.45833,310.02639,590.39728,439.33734,437.65224,203.56347,212.18517,484.54019
6/1/1988,825.30175,311.34565,592.85726,440.6212,437.38732,203.78619,212.51541,487.12901
7/1/1988,826.72346,312.66491,592.85726,442.16183,435.53286,203.78619,212.03101,487.12901
8/1/1988,830.27773,313.98417,596.54725,443.44569,438.44701,203.56347,212.77082,487.99195
9/1/1988,834.54285,315.30343,599.00724,444.47278,440.83132,203.78619,212.82581,492.73811
10/1/1988,840.22969,316.35884,602.69722,445.49987,441.62608,204.00891,213.16597,493.16958
11/1/1988,845.91652,317.41425,606.3872,446.01342,444.80516,204.67706,213.94875,494.03252
12/1/1988,849.47079,318.46966,606.3872,446.78373,444.80516,205.12249,214.33639,497.91575
1/1/1989,855.15763,319.78892,608.84719,448.58114,446.92454,206.90423,215.51131,500.67715
2/1/1989,862.26617,320.84433,611.30718,449.865,449.83869,207.57238,216.59458,503.13653
3/1/1989,867.24215,322.42744,614.99716,451.14886,452.48791,207.7951,217.17663,508.87507
4/1/1989,871.50727,324.80211,621.14713,453.97336,455.40206,209.1314,218.3197,513.70753
5/1/1989,875.7724,326.38522,626.06711,455.77076,458.58113,209.35412,218.47055,515.69229
6/1/1989,879.32667,327.44063,627.2971,456.28431,457.25652,209.57684,218.84376,520.26586
7/1/1989,880.74838,328.49604,627.2971,457.56817,457.25652,209.35412,218.35937,519.7481
8/1/1989,882.88094,328.49604,628.5271,458.33848,459.90575,209.35412,219.08445,520.43845
9/1/1989,887.14607,329.2876,633.44708,459.36557,461.49528,209.57684,220.03731,526.0907
10/1/1989,894.25461,330.87071,638.36705,461.41975,464.14451,210.24499,220.90693,527.98917
11/1/1989,899.23059,332.18997,640.82704,462.19007,466.26389,210.69042,223.4572,527.64399
12/1/1989,902.78486,333.24538,642.05704,462.70361,466.26389,211.35857,225.09999,530.57798
1/1/1990,911.31511,336.41161,644.51703,463.98747,463.34974,212.47216,226.42486,538.34443
2/1/1990,918.42365,337.73087,650.667,464.96547,464.40943,213.36303,227.15926,540.70849
3/1/1990,921.97792,339.31398,653.12699,466.08317,465.99897,213.36303,227.94144,542.85263
4/1/1990,925.5322,340.10554,669.11691,468.66787,466.26389,213.80846,228.41051,545.87642
5/1/1990,928.37561,340.63325,676.49688,469.36643,469.70789,214.2539,229.52112,547.74567
6/1/1990,932.64074,342.74406,678.95687,469.29657,468.6482,214.47661,229.84115,549.83483
7/1/1990,935.48415,344.32718,678.95687,469.43629,467.05866,214.47661,229.95413,549.88981
8/1/1990,941.88184,347.22955,685.10684,472.50998,471.82727,215.14477,232.41245,552.47378
9/1/1990,946.85782,349.60422,691.25681,475.86309,475.80111,215.81292,233.51676,556.21228
10/1/1990,954.67722,351.97889,697.40678,477.95879,476.59588,217.37194,234.93898,557.97157
11/1/1990,960.36405,352.77045,699.86677,477.19037,476.33095,216.9265,236.98924,557.80664
12/1/1990,962.49661,354.08971,701.09676,476.84109,475.00634,217.14922,236.97662,557.31184
1/1/1991,968.51565,355.40897,701.09676,479.49564,475.00634,218.48552,238.89946,565.8884
2/1/1991,976.00901,355.67282,703.55675,480.75306,476.33095,219.441,241.27425,568.52735
3/1/1991,981.62902,355.67282,707.24674,481.66119,477.12572,219.441,241.31181,569.68189
4/1/1991,985.37569,356.46438,722.00667,483.12818,478.18541,220.39648,241.89116,572.04594
5/1/1991,989.12237,357.78364,728.15664,484.66502,481.36448,221.03346,243.9327,574.57493
6/1/1991,993.80571,358.83905,731.84662,485.85259,482.42417,222.30743,244.93453,574.46497
7/1/1991,997.55239,359.36675,729.38663,487.11001,480.83464,224.85536,245.01927,573.53034
8/1/1991,1000.3624,360.42216,736.7666,487.66886,481.62941,224.85536,246.29396,573.31043
9/1/1991,1005.04574,361.47757,739.22659,488.43728,484.27863,224.85536,246.77114,575.06973
10/1/1991,1009.72909,362.00528,742.91657,490.95212,485.33832,228.35878,246.98929,576.60911
11/1/1991,1016.28577,363.58839,744.14657,492.83825,487.4577,229.31425,249.95635,577.32383
12/1/1991,1019.09578,364.6438,746.60655,491.23154,486.13309,229.63274,249.36288,580.34761
1/1/1992,1025.65246,364.90765,744.14657,492.06982,485.0734,230.90671,250.5357,583.15149
2/1/1992,1031.27247,365.69921,747.83655,494.16552,487.4577,232.18068,252.32392,584.74585
3/1/1992,1035.95582,367.01847,751.52653,495.77222,489.31216,233.13616,253.06103,586.67008
4/1/1992,1039.70249,367.81003,760.13649,496.82007,490.10693,234.09163,253.46459,589.25405
5/1/1992,1044.38584,368.60158,765.05647,498.42677,493.55093,234.72862,254.13258,589.63889
6/1/1992,1047.19584,369.65699,765.05647,498.14735,493.55093,235.3656,255.14223,591.89299
7/1/1992,1049.06918,370.7124,762.59648,497.86792,491.43154,236.00258,254.37447,590.40859
8/1/1992,1051.87919,371.50396,763.82647,497.58849,491.96139,236.00258,255.03976,589.41898
9/1/1992,1053.75253,372.29551,766.28646,498.98563,493.81585,236.00258,255.34025,592.93757
10/1/1992,1058.43587,373.87863,768.74645,500.38276,493.286,236.00258,255.71106,594.8618
11/1/1992,1065.92922,374.93404,768.74645,500.87175,494.34569,236.95806,258.17088,595.46656
12/1/1992,1068.73923,375.46174,769.97645,500.59233,493.286,237.27655,257.89323,593.81722
1/1/1993,1074.35924,376.781,767.51646,502.54831,492.49124,241.41695,259.21599,599.91978
2/1/1993,1078.10592,377.57256,771.20644,504.29473,493.81585,243.3279,260.87982,601.84401
3/1/1993,1081.85259,378.10026,774.89642,506.87942,494.87554,243.96488,262.26899,602.66868
4/1/1993,1086.53594,379.41953,779.8164,507.50813,495.40538,244.60187,263.06589,604.8678
5/1/1993,1090.28261,380.47493,782.27639,508.2067,498.31953,244.92036,263.22034,605.19766
6/1/1993,1096.8393,380.73879,782.27639,507.92727,498.05461,245.55734,263.15303,604.37299
7/1/1993,1100.58597,381.26649,779.8164,508.34641,497.25984,246.83131,262.98987,602.83361
8/1/1993,1101.52264,382.05805,783.50638,508.34641,498.05461,246.83131,264.28649,602.06392
9/1/1993,1104.33265,382.58575,787.19637,509.95311,499.64415,246.51282,264.12422,603.32841
10/1/1993,1109.95266,384.16887,787.19637,510.86125,500.96876,246.51282,264.32104,604.15308
11/1/1993,1113.69934,385.22427,784.73638,511.35024,501.76353,246.83131,263.96496,603.27343
12/1/1993,1115.57267,386.01583,787.19637,511.14067,500.70384,247.4683,264.2949,602.88859
1/1/1994,1121.19269,386.01583,787.19637,511.76938,501.23368,248.74226,264.60411,601.29423
2/1/1994,1125.87603,387.07124,789.65636,513.23637,502.82322,250.65322,265.67836,603.54832
3/1/1994,1128.68604,388.12665,792.11634,514.42393,503.35306,250.97171,265.68257,604.81282
4/1/1994,1130.55938,388.3905,798.26632,515.82106,505.47245,251.2902,265.8211,606.07731
5/1/1994,1137.11606,389.18206,800.7263,516.93877,507.85675,251.92719,264.1711,606.13229
6/1/1994,1138.9894,390.23747,800.7263,516.7292,508.3866,252.24568,264.58698,612.12489
7/1/1994,1141.7994,391.55673,795.80633,516.65934,507.3269,252.88266,264.5413,612.39978
8/1/1994,1143.67274,393.13984,800.7263,516.58949,509.18136,253.51965,265.5801,613.33441
9/1/1994,1147.41942,393.9314,801.9563,518.19619,509.71121,252.88266,265.68738,614.81881
